uri,dataUpdated,units,sourceLink,initialPeriod,lastPeriod,sourceLabel,periodicity,referenceArea
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-income-detail,2012-09-10, Ingresos: Miles de Euros.,,2001,2010,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-detail,2012-09-10, Gastos: Miles de Euros.,,2001,2010,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-function-subfunction,2010-08-18, Valor presupuesto: Miles de Euros.,,2001,2009,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-economic-program-classification,2010-08-18, Valor: Miles de euros.,,2010,2010,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-income-municipality,2012-11-08, Valor: Miles de Euros.,,2001,2008,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-municipality,2012-11-08, Valor: Miles de Euros.,,2001,2008,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-function,2011-03-24, Gasto: Euros.,,2001,2008,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/budgets-settlement-local-entities-expenditure-area,2012-11-08, .,,2010,2011,Datos presupuestarios de entidades locales. Gobierno de España. Ministerio de Hacienda y Administraciones Públicas. Secretaría General de Coordinación Autonómica y Local,Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/pit-salary-income-2010,2012-09-27, .,http://www.agenciatributaria.es,2010,2010,Impuesto sobre la Renta de las Personas Físicas. Agencia Estatal de Administración Tributaria (AEAT),Anual,Regional
http://www.icane.es/data/regional-data/economy/public-sector/pit-real-estate-without-economic-activity-2010,2012-09-27, .,http://www.agenciatributaria.es,2010,2010,Impuesto sobre la Renta de las Personas Físicas. Agencia Estatal de Administración Tributaria (AEAT),Anual,Regional
